1,heliport
3,small_airport
4,medium_airport
5,small_airport
7,heliport
8,heliport
9,closed
11,heliport
12,small_airport
13,small_airport
14,small_airport
15,small_airport
16,small_airport
17,closed
18,heliport
19,closed
20,small_airport
21,heliport
22,small_airport
24,small_airport
25,heliport
26,small_airport
27,small_airport
28,closed
29,heliport
30,heliport
31,seaplane_base
33,small_airport
34,small_airport
35,small_airport
36,medium_airport
37,small_airport
38,small_airport
39,small_airport
44,small_airport
45,small_airport
46,small_airport
47,small_airport
48,small_airport
49,small_airport
50,small_airport
52,heliport
53,small_airport
55,small_airport
56,small_airport
57,heliport
58,small_airport
59,closed
62,small_airport
64,small_airport
65,small_airport
66,small_airport
67,small_airport
69,small_airport
71,small_airport
72,heliport
73,medium_airport
74,small_airport
75,heliport
76,small_airport
77,heliport
78,heliport
80,medium_airport
81,small_airport
82,small_airport
83,small_airport
85,small_airport
86,heliport
87,closed
88,small_airport
89,small_airport
90,small_airport
91,small_airport
92,small_airport
93,heliport
94,closed
96,small_airport
98,small_airport
99,small_airport
100,small_airport
101,small_airport
102,small_airport
103,small_airport
104,small_airport
105,small_airport
106,small_airport
107,small_airport
108,small_airport
109,heliport
110,medium_airport
112,heliport
113,small_airport
114,medium_airport
115,small_airport
119,small_airport
120,small_airport
121,small_airport
122,small_airport
123,heliport
124,heliport
125,small_airport
127,closed
128,small_airport
129,small_airport
131,heliport
134,small_airport
135,small_airport
136,small_airport
137,small_airport
139,large_airport
140,closed
141,small_airport
142,heliport
144,closed
145,heliport
146,seaplane_base
147,closed
149,small_airport
150,small_airport
151,small_airport
152,small_airport
153,small_airport
154,closed
155,heliport
156,small_airport
157,small_airport
158,heliport
159,heliport
160,small_airport
162,small_airport
163,medium_airport
164,small_airport
165,heliport
166,small_airport
167,medium_airport
170,closed
171,heliport
172,small_airport
174,heliport
175,heliport
176,small_airport
177,small_airport
178,small_airport
180,medium_airport
182,small_airport
183,closed
184,medium_airport
186,small_airport
187,small_airport
188,small_airport
189,heliport
190,small_airport
191,heliport
192,small_airport
193,small_airport
194,medium_airport
195,medium_airport
197,medium_airport
198,small_airport
199,small_airport
200,small_airport
201,medium_airport
202,medium_airport
203,small_airport
204,closed
206,small_airport
209,heliport
210,small_airport
211,small_airport
212,closed
213,small_airport
214,heliport
215,small_airport
216,small_airport
217,seaplane_base
218,heliport
219,small_airport
222,small_airport
223,heliport
224,small_airport
225,closed
227,heliport
228,heliport
229,closed
230,medium_airport
231,closed
232,closed
233,small_airport
234,closed
235,heliport
236,small_airport
237,heliport
238,small_airport
239,medium_airport
240,heliport
242,small_airport
243,large_airport
244,small_airport
245,heliport
247,heliport
248,heliport
249,small_airport
250,medium_airport
251,heliport
252,closed
253,small_airport
254,heliport
255,closed
256,heliport
257,small_airport
258,heliport
259,small_airport
260,small_airport
262,heliport
263,heliport
264,small_airport
265,small_airport
266,closed
269,small_airport
270,small_airport
271,closed
272,small_airport
274,small_airport
275,heliport
276,small_airport
280,small_airport
281,small_airport
282,large_airport
283,small_airport
284,small_airport
285,small_airport
286,closed
287,small_airport
288,closed
289,medium_airport
290,heliport
291,heliport
292,closed
293,small_airport
294,closed
295,small_airport
296,small_airport
297,small_airport
298,small_airport
299,small_airport
300,heliport
301,heliport
302,small_airport
304,heliport
306,small_airport
307,medium_airport
308,small_airport
309,small_airport
310,medium_airport
312,small_airport
313,small_airport
314,heliport
315,medium_airport
316,closed
317,closed
319,medium_airport
320,small_airport
322,heliport
323,closed
324,medium_airport
326,heliport
328,small_airport
330,closed
331,small_airport
332,medium_airport
333,small_airport
334,medium_airport
336,closed
338,heliport
339,small_airport
341,small_airport
342,small_airport
344,heliport
345,small_airport
346,small_airport
347,small_airport
348,heliport
350,heliport
351,small_airport
352,small_airport
353,heliport
354,heliport
355,small_airport
358,small_airport
359,small_airport
362,closed
364,closed
365,small_airport
366,small_airport
367,small_airport
368,small_airport
369,small_airport
370,small_airport
371,small_airport
372,heliport
373,small_airport
374,heliport
375,heliport
376,small_airport
377,small_airport
378,closed
379,heliport
380,small_airport
381,small_airport
382,heliport
384,medium_airport
385,small_airport
386,closed
388,small_airport
389,closed
390,heliport
391,small_airport
392,medium_airport
393,heliport
394,small_airport
395,closed
396,small_airport
397,medium_airport
399,small_airport
400,medium_airport
401,closed
402,closed
403,small_airport
404,small_airport
405,closed
406,small_airport
409,small_airport
410,medium_airport
411,small_airport
413,heliport
415,closed
416,small_airport
417,heliport
418,small_airport
419,small_airport
422,small_airport
423,heliport
424,large_airport
425,heliport
428,small_airport
429,small_airport
431,medium_airport
432,closed
433,heliport
434,small_airport
435,small_airport
436,heliport
437,small_airport
438,heliport
439,small_airport
440,small_airport
442,small_airport
446,small_airport
447,small_airport
448,small_airport
449,heliport
450,small_airport
451,medium_airport
454,small_airport
455,heliport
456,small_airport
458,small_airport
459,closed
460,small_airport
461,heliport
462,medium_airport
463,heliport
464,small_airport
465,heliport
468,heliport
469,small_airport
470,small_airport
471,closed
472,heliport
473,small_airport
474,small_airport
477,heliport
478,closed
479,heliport
480,heliport
481,small_airport
482,small_airport
483,small_airport
484,small_airport
488,small_airport
489,small_airport
491,closed
493,small_airport
495,small_airport
496,heliport
498,small_airport
499,closed
500,small_airport
